"Table 1.12: Mongolia Input-Output Table (35x35), 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(at current prices, $ million)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industry Industry,,"Agriculture, hunting, forestry, and fishing",Mining and quarrying,"Food, beverages, and tobacco",Textiles and textile products,"Leather, leather products, and footwear",Wood and products of wood and cork,"Pulp, paper, paper products, printing, and publishing","Coke, refined petroleum, and nuclear fuel",Chemicals and chemical products,Rubber and plastics,Other nonmetallic minerals,Basic metals and fabricated metal,"Machinery, nec",Electrical and optical equipment,Transport equipment,"Manufacturing, nec; recycling","Electricity, gas, and water supply",Construction,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel","Wholesale trade and commission trade, except of motor vehicles and motorcycles","Retail trade, except of motor vehicles and motorcycles; repair of household goods",Hotels and restaurants,Inland transport,Water transport,Air transport,Other supporting and auxiliary transport activities; activities of travel agencies,Post and telecommunications,Financial intermediation,Real estate activities,Renting of M&Eq and other business activities,Public administration and defense; compulsory social security,Education,Health and social work,"Other community, social, and personal services",Private households with employed persons,Final consumption expenditure by households,Final consumption expenditure by non-profit organisations serving households (NPISH),Final consumption expenditure by government,Gross fixed capital formation,Changes in inventories and valuables,Exports,TOTAL,,
Rubber and plastics,c10, 0 , 2 , 6 , 0 , 0 , 0 , 0 , 0 , 1 , 2 , 1 , 0 , 0 , 0 , -   , 0 , 0 , 3 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , -   , 0 , 0 , -   , 1 , 0 , 0 , 0 , 3 , -   , -   , 0 , 0 , 0 , 23 ,,
Other nonmetallic minerals,c11, -   , 3 , 19 , 0 , -   , 0 , 0 , 0 , 1 , -   , 26 , 1 , 0 , 0 , -   , 0 , 0 , 92 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , -   , 0 , 1 , -   , 0 , 0 , 0 , 0 , 7 , -   , -   , 19 , 6 , 7 , 184 ,,
Basic metals and fabricated metal,c12, 1 , 22 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 24 , 0 , 1 , 0 , 0 , 1 , 46 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , -   , 0 , 2 , 0 , 1 , 0 , 0 , 0 , 3 , -   , -   , 10 , 7 , 100 , 224 ,,
"Machinery, nec",c13, 2 , 12 , 1 , 0 , -   , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , -   , 0 , 0 , 5 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 1 , 0 , 0 , 0 , 6 , -   , -   , 2 , 0 , 3 , 40 ,,
Electrical and optical equipment,c14, 0 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 6 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 3 , 1 , 0 , 2 , 0 , 0 , 5 , -   , -   , 7 , 0 , 0 , 32 ,,
Transport equipment,c15, 0 , 0 , 0 , 0 , -   , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , -   , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , -   , 0 , 0 , 0 , 0 , 2 , -   , -   , 0 , (0), 0 , 3 ,,
"Manufacturing, nec; recycling",c16, 4 , 0 , 0 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , -   , 1 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , -   , 0 , 1 , 3 , 1 , 0 , 0 , 0 , 16 , -   , -   , 3 , 1 , 3 , 39 ,,
"Electricity, gas, and water supply",c17, 5 , 127 , 37 , 1 , 0 , 1 , 1 , 1 , 1 , 0 , 7 , 5 , 1 , 0 , 0 , 0 , 194 , 38 , 1 , 25 , 4 , 5 , 3 , -   , 1 , 2 , 7 , 5 , 4 , 14 , 33 , 35 , 14 , 21 , 0 , 33 , -   , -   , 14 , 0 , 30 , 669 ,,
Construction,c18, 45 , 179 , 3 , 0 , 0 , 0 , 2 , 3 , -   , 0 , 1 , 6 , 1 , 0 , -   , 1 , 19 , 193 , 1 , 7 , 2 , 2 , 1 , 0 , 0 , 1 , 2 , 3 , 111 , 5 , 22 , 8 , 4 , 6 , 0 , 20 , -   , -   ," 1,017 ", 1 , 52 ," 1,717 ",,
"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",c19, 2 , 15 , 10 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 9 , 0 , 2 , 1 , 1 , 4 , 0 , 1 , 0 , 1 , 0 , 0 , 1 , 3 , 1 , 1 , 0 , 0 , 38 , -   , -   , 18 , 0 , 27 , 144 ,,
"Wholesale trade and commission trade, except of motor vehicles and motorcycles",c20, 18 , 100 , 84 , 11 , 2 , 3 , 3 , 9 , 3 , 2 , 7 , 9 , 3 , 1 , 0 , 1 , 3 , 73 , 2 , 11 , 8 , 10 , 33 , 0 , 4 , 4 , 7 , 2 , 1 , 8 , 14 , 4 , 7 , 1 , 0 , 251 , -   , -   , 85 , 1 , 194 , 978 ,,
"Retail trade, except of motor vehicles and motorcycles; repair of household goods",c21, 13 , 72 , 62 , 8 , 2 , 2 , 2 , 6 , 2 , 2 , 5 , 6 , 2 , 1 , 0 , 1 , 2 , 54 , 1 , 8 , 5 , 7 , 24 , 0 , 3 , 2 , 5 , 1 , 0 , 5 , 9 , 3 , 6 , 1 , 0 , 174 , -   , -   , 72 , 1 , 141 , 711 ,,
Hotels and restaurants,c22, 0 , 29 , 1 , 0 , 0 , 0 , 1 , 1 , 1 , 0 , 1 , 1 , 0 , 0 , 0 , 0 , 1 , 17 , 4 , 18 , 9 , 1 , 4 , 0 , 1 , 2 , 6 , 4 , 0 , 21 , -   , 1 , 1 , 2 , 0 , 135 , -   , 2 , 2 , 0 , 60 , 328 ,,
Inland transport,c23, 28 , 270 , 3 , 2 , 0 , 0 , 1 , 1 , 0 , 0 , 1 , 3 , 2 , 1 , 0 , 0 , 3 , 27 , 6 , 28 , 15 , 2 , 26 , 0 , 1 , 13 , 2 , 2 , 0 , 5 , -   , 0 , 0 , 1 , 0 , 230 , -   , -   , 84 , 1 , 128 , 887 ,,
Water transport,c24, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , -   , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , -   , -   , 0 , (0), 0 , 0 ,,
Air transport,c25, 0 , 32 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 5 , 2 , 0 , 1 , 0 , 17 , 2 , 0 , 0 , 0 , 3 , 14 , 0 , 0 , 0 , 0 , 34 , -   , -   , 0 , 0 , 42 , 159 ,,
Other supporting and auxiliary transport activities; activities of travel agencies,c26, 7 , 52 , 4 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 2 , 1 , 1 , 0 , 0 , 0 , 2 , 15 , 5 , 28 , 30 , 2 , 9 , 0 , 1 , 11 , 1 , 0 , 0 , 10 , 1 , 0 , 0 , 0 , 0 , 61 , -   , 1 , 6 , 0 , 16 , 270 ,,
Post and telecommunications,c27, 12 , 37 , 6 , 1 , 0 , 1 , 2 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 1 , 1 , 20 , 1 , 19 , 12 , 1 , 11 , 0 , 6 , 7 , 11 , 16 , 1 , 13 , 9 , 2 , 1 , 2 , 0 , 153 , -   , -   , 0 , 0 , 8 , 355 ,,
Financial intermediation,c28, 70 , 208 , 15 , 1 , 0 , 1 , 1 , 1 , 0 , 0 , 5 , 2 , 1 , 0 , 0 , 0 , 1 , 94 , 5 , 17 , 17 , 2 , 47 , -   , 5 , 11 , 4 , 29 , 5 , 19 , 12 , 1 , 0 , 1 , 0 , 155 , -   , -   , -   , (0), 13 , 745 ,,
Real estate activities,c29, 3 , 26 , 2 , 1 , 0 , 0 , 3 , 1 , 1 , 0 , 3 , 2 , 1 , 1 , 0 , 1 , 0 , 3 , 5 , 9 , 32 , 4 , 6 , -   , 1 , 2 , 6 , 19 , 1 , 15 , 12 , 5 , 1 , 7 , 0 , 604 , -   , -   , 1 , 0 , 79 , 856 ,,
Renting of M&Eq and other business activities,c30, 19 , 108 , 4 , 1 , 0 , 0 , 1 , 1 , 1 , 0 , 1 , 2 , 1 , 0 , 0 , 0 , 0 , 8 , 2 , 18 , 16 , 6 , 11 , 0 , 9 , 2 , 13 , 32 , 5 , 35 , 26 , 6 , 3 , 5 , 0 , 15 , -   , 132 , 59 , 0 , 52 , 597 ,,
Public administration and defense; compulsory social security,c31, -   , 13 , 1 , -   , -   , -   , -   , 1 , 1 , -   , 0 , -   , -   , -   , -   , -   , 0 , 15 , 0 , 2 , 1 , 0 , 1 , -   , 2 , -   , 2 , 0 , 0 , 2 , -   , 0 , 0 , 0 , 0 , 8 , -   , 712 , -   , 0 , 0 , 762 ,,
Education,c32, 0 , 1 , 0 , 0 , -   , -   , 0 , 0 , 0 , 0 , 0 , 0 , 0 , -   , -   , 0 , 0 , 1 , -   , 1 , 0 , 0 , 0 , -   , 0 , 0 , 0 , 1 , 0 , 1 , 9 , 6 , 0 , 0 , 0 , 223 , 15 , 354 , 0 , 0 , 6 , 620 ,,
Health and social work,c33, 0 , 5 , 3 , 0 , 0 , -   , -   , 0 , 0 , 0 , 0 , -   , 0 , -   , -   , -   , 0 , 4 , 0 , 6 , 0 , 0 , 2 , -   , 0 , 0 , 1 , 0 , 0 , 1 , -   , 0 , 1 , 0 , 0 , 105 , 0 , 203 , 1 , 0 , 2 , 332 ,,
"Other community, social, and personal services",c34, 0 , 9 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 3 , 0 , 0 , 1 , 0 , 0 , 1 , 1 , 0 , 0 , 7 , 6 , 1 , 0 , 4 , 0 , 86 , 21 , 21 , 32 , 0 , 12 , 208 ,,
Private households with employed persons,c35, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 0 , 1 , -   , -   , -   , -   , 0 , 1 ,,
Imports,M, 131 , 875 , 187 , 72 , 5 , 13 , 21 , 6 , 21 , 7 , 36 , 37 , 13 , 10 , 0 , 8 , 112 , 383 , 13 , 122 , 55 , 29 , 259 , 0 , 25 , 59 , 76 , 39 , 38 , 129 , 74 , 41 , 66 , 39 , 0 ," 1,176 ", 6 , 78 , 689 ," 1,010 ", -   ," 5,960 ",,
Intermediate input total,r60, 477 ," 2,710 "," 1,279 ", 198 , 30 , 43 , 50 , 63 , 39 , 16 , 108 , 112 , 26 , 17 , 2 , 21 , 410 ," 1,213 ", 49 , 352 , 217 , 185 , 449 , 0 , 77 , 121 , 148 , 158 , 168 , 309 , 265 , 154 , 119 , 93 , 0 ," 5,472 ", 42 ," 1,502 "," 2,600 "," 1,337 "," 5,970 "," 26,602 ",,
Taxes less subsidies on products,r99, 26 , 119 , 35 , 5 , 1 , 2 , 3 , 0 , 3 , 1 , 7 , 8 , 2 , 2 , 0 , 1 , 15 , 84 , 2 , 24 , 12 , 11 , 86 , 0 , 7 , 17 , 9 , 9 , 8 , 24 , 17 , 9 , 15 , 7 , 0 , 394 , 0 , 3 , 59 , 15 , -   ," 1,041 ",,
CIF / FOB adjustments on exports,r61, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,
Direct purchases abroad by residents,r62, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 196 , -   , -   , -   , -   , -   , 196 ,,
Purchases on the domestic territory by non-residents ,r63, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , (150), -   , -   , -   , -   , -   , (150),,
Value added at basic prices,r64," 1,183 "," 2,679 ", 560 , 149 , 8 , 19 , 32 , 17 , 28 , 6 , 69 , 104 , 12 , 13 , 1 , 17 , 243 , 419 , 92 , 603 , 482 , 132 , 352 , 0 , 76 , 133 , 197 , 578 , 679 , 263 , 481 , 457 , 199 , 109 , 1 , -   , -   , -   , -   , -   , -   ," 10,393 ",,
International Transport Margins,trs, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,
TOTAL,r69," 1,685 "," 5,508 "," 1,873 ", 352 , 39 , 64 , 85 , 80 , 71 , 23 , 184 , 224 , 40 , 32 , 3 , 39 , 669 ," 1,717 ", 144 , 978 , 711 , 328 , 887 , 0 , 159 , 270 , 355 , 745 , 856 , 597 , 762 , 620 , 332 , 208 , 1 ," 5,912 ", 42 ," 1,505 "," 2,659 "," 1,352 "," 5,970 "," 38,082 ",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
